x/c,y/c,z/c,p_kinematic_m2_s2,p_physical_Pa,Cp,surface_area_m2
0.042565714567899704,0.033333333830038704,0.033163889000813164,96884.9140625,118684.0197265625,100.89325286985925,0.00017776279051576543
0.04369808485110601,-0.033333333830038704,0.033544411261876426,96929.03125,118738.06328125001,100.93919528099121,0.00018061901764328852
0.04369808485110601,0.033333333830038704,-0.033544411261876426,100979.0078125,123699.2845703125,105.15672814863375,0.00018061901764328852
0.04426956052581469,-0.033333333830038704,-0.03373387331763903,100979.0078125,123699.2845703125,105.15672814863375,0.00018061901764328852
0.04426956052581469,0.033333333830038704,0.03373387331763903,96929.03125,118738.06328125001,100.93919528099121,0.00018061901764328852
0.04542320470015208,-0.033333333830038704,0.03411123032371203,97022.5,118852.56250000001,101.03653103568979,0.0001835217199457216
0.04542320470015208,0.033333333830038704,-0.03411123032371203,100963.828125,123680.68945312501,105.1409204445733,0.0001835217199457216
0.046005373199780784,-0.033333333830038704,-0.03429912527402242,100963.828125,123680.68945312501,105.1409204445733,0.0001835217199457216
0.046005373199780784,0.033333333830038704,0.03429912527402242,97022.5,118852.56250000001,101.03653103568979,0.0001835217199457216
0.047180513540903725,-0.033333333830038704,0.0346733902891477,97147.7265625,119005.9650390625,101.16693849239853,0.00018647103679672573
0.047180513540903725,0.033333333830038704,-0.0346733902891477,100948.671875,123662.12304687501,105.12513714767299,0.00018647103679672573
0.04777348538239797,-0.033333333830038704,-0.03485976035396258,100948.671875,123662.12304687501,105.12513714767299,0.00018647103679672573
0.04777348538239797,0.033333333830038704,0.03485976035396258,97147.7265625,119005.9650390625,101.16693849239853,0.00018647103679672573
0.04897036155064901,-0.033333333830038704,0.035230970631043114,97264.28125,119148.74453125,101.28831529984988,0.0001894676005679649
0.04897036155064901,0.033333333830038704,-0.035230970631043114,100933.4765625,123643.50878906251,105.10931317217242,0.0001894676005679649
0.0495742658774058,-0.033333333830038704,-0.03541581084330877,100933.4765625,123643.50878906251,105.10931317217242,0.0001894676005679649
0.0495742658774058,0.033333333830038704,0.03541581084330877,97264.28125,119148.74453125,101.28831529984988,0.0001894676005679649
0.050793113807837166,-0.033333333830038704,0.0357840396463871,97359.0546875,119264.8419921875,101.38700971979709,0.00019251190116236055
0.050793113807837166,0.033333333830038704,-0.0357840396463871,100918.5078125,123625.1720703125,105.09372513255336,0.00019251190116236055
0.05140805741151174,-0.033333333830038704,-0.03596742823719978,100918.5078125,123625.1720703125,105.09372513255336,0.00019251190116236055
0.05140805741151174,0.033333333830038704,0.03596742823719978,97359.0546875,119264.8419921875,101.38700971979709,0.00019251190116236055
0.05264914035797119,-0.033333333830038704,0.03633269667625427,97431.8359375,119353.99902343751,101.46280208779875,0.00019560615828866096
0.05264914035797119,0.033333333830038704,-0.03633269667625427,100903.6875,123607.01718750001,105.07829167161528,0.00019560615828866096
0.05327527970075607,-0.033333333830038704,-0.03651457652449608,100903.6875,123607.01718750001,105.07829167161528,0.00019560615828866096
0.05327527970075607,0.033333333830038704,0.03651457652449608,97431.8359375,119353.99902343751,101.46280208779875,0.00019560615828866096
0.0545388696094354,-0.033333333830038704,0.03687689950068792,97489.515625,119424.656640625,101.52286810894047,0.0001987492549715546
0.0545388696094354,0.033333333830038704,-0.03687689950068792,100888.9375,123588.9484375,105.06293143215767,0.0001987492549715546
0.05517632017532984,-0.033333333830038704,-0.03705734262863795,100888.9375,123588.9484375,105.06293143215767,0.0001987492549715546
0.05517632017532984,0.033333333830038704,0.03705734262863795,97489.515625,119424.656640625,101.52286810894047,0.0001987492549715546
0.05646268154184023,-0.033333333830038704,0.03741677229603132,97538.5859375,119484.7677734375,101.57396856658522,0.00020194288295599804
0.05646268154184023,0.033333333830038704,-0.03741677229603132,100874.2265625,123570.92753906251,105.0476118713003,0.00020194288295599804
0.057111592342456184,-0.033333333830038704,-0.03759575883547465,100874.2265625,123570.92753906251,105.0476118713003,0.00020194288295599804
0.057111592342456184,0.033333333830038704,0.03759575883547465,97538.5859375,119484.7677734375,101.57396856658522,0.00020194288295599804
